participantTemp-min,participantTemp-max,participantTemp-sd,participantTemp-range,participantTemp-skewness,participantTemp-kurtosis,class
1.0137254901960802,0.24627450980391785,0.2693149924665229,0.7674509803921623,-0.006862347453541098,0.006974730234707926,attentive
0.7948000000000235,0.2851999999999819,0.22759531336709615,0.5096000000000416,0.000658363910064898,0.00030431155331878015,attentive
1.144133333333322,0.2758666666666798,0.24736797601054913,0.8682666666666421,7.67956450706807E-05,1.734386469020345E-05,attentive
1.1014814814814713,0.3185185185185304,0.27825519466987125,0.7829629629629409,0.0019560781924393322,0.0012549493691751854,attentive
1.1947142857142765,0.3252857142857266,0.2641169731581143,0.8694285714285499,0.0004524716500157724,0.00018037008487687507,attentive
1.2467114093959637,0.2532885906040363,0.2352848992807594,0.9934228187919274,0.0004183282200665233,0.00016586381097638864,attentive
1.1368794326240916,0.3031205673759132,0.2775095289444979,0.8337588652481784,0.0003639008485028757,0.00013522296732987825,attentive
1.350632911392431,0.22936708860756738,0.2612111119244156,1.1212658227848635,0.0011834031403813333,0.0006766997024956658,inattentive
1.4117073170731516,0.32829268292685043,0.29657313036379,1.0834146341463011,5.293990355508867E-06,5.050396519821794E-07,inattentive
1.4982608695652289,0.3017391304347754,0.34542541098732943,1.1965217391304535,-0.005667712338408235,0.005221998729368375,inattentive
1.2946206896551686,0.34537931034483194,0.33426196765443417,0.9492413793103367,0.0003639558728851465,0.0001365172851057561,inattentive
1.3629447852760848,0.23705521472391666,0.26785430641800706,1.125889570552168,0.00029185902043226807,0.00010575316214240745,inattentive
1.288000000000011,0.2919999999999874,0.3209100695323732,0.9960000000000235,0.000966024286049552,0.00045756024949135003,inattentive
0.9100000000000321,0.2899999999999636,0.2647100840002675,0.6200000000000685,0.002641321762436059,0.0018958519723875082,inattentive
1.2658823529411833,0.31411764705881495,0.31336989651452263,0.9517647058823684,0.002084942746033292,0.0014245881305076187,inattentive
1.3655757575757832,0.2944242424242205,0.25476394663141394,1.0711515151515627,5.908528421786E-05,1.2622162101409966E-05,inattentive
1.2106040268456582,0.2693959731543387,0.295392420572085,0.9412080536913194,0.00018602424816898647,5.629737778364093E-05,inattentive
1.2794074074074047,0.32059259259259676,0.3449525205395839,0.9588148148148079,-0.009856113146436142,0.010840571131800952,inattentive
1.2042953020134135,0.33570469798658564,0.306734817663712,0.8685906040268279,0.0023340132445975126,0.0016413448784759995,inattentive
1.2660759493670568,0.45392405063294206,0.32182005240573136,0.8121518987341148,0.0024306825107151763,0.0017668106584989793,inattentive
1.2840000000000487,0.2559999999999505,0.23259760759479778,1.0280000000000982,0.00072964114465359,0.0003638832473600768,inattentive
1.3650000000000304,0.234999999999971,0.3034972084806638,1.1300000000000594,-3.105155962467146E-06,2.5578126220791356E-07,inattentive
1.2392307692307512,0.2207692307692426,0.26746564232156106,1.0184615384615086,-0.04689782018521739,0.09104268884277908,inattentive
1.081954887218032,0.2780451127819674,0.2638051760242164,0.8039097744360646,0.0016167453999021604,0.0009685886869930573,inattentive
1.2206451612902995,0.3193548387096996,0.27156577631152934,0.9012903225805999,-0.0447122912365207,0.0791364314197785,inattentive
1.1692957746478427,0.41070422535216267,0.3402125431097279,0.7585915492956801,-0.00023349135701295883,7.501081090380618E-05,inattentive
1.1637410071942682,0.23625899280573748,0.21633398566656423,0.9274820143885307,0.005371550239277629,0.004873090266042964,inattentive
1.020307692307675,0.2596923076923261,0.28194909104451515,0.7606153846153489,0.0005884956706269416,0.0002498266783671251,inattentive
1.1786861313868542,0.26131386861315065,0.2793653326340519,0.9173722627737035,0.005973780694757277,0.005587779016369278,inattentive
1.155753424657533,0.3042465753424679,0.261808346760521,0.851506849315065,0.004304018578495356,0.0036865189302799106,inattentive
1.1347651006711246,0.24523489932887088,0.22950657282517273,0.8895302013422537,0.008187949812975598,0.008749078614077409,inattentive
1.1999999999999744,0.26000000000002643,0.2602312043554342,0.939999999999948,0.002314213181171909,0.0016007241469860017,inattentive
1.028157894736836,0.29184210526316434,0.24677237821158068,0.7363157894736716,0.0030909968864072344,0.0024029567423540744,inattentive
1.1223021582733637,0.37769784172663634,0.241256651741937,0.7446043165467273,9.840700519646114E-05,2.353457104549005E-05,inattentive
1.177481481481479,0.30251851851852507,0.2883355003605621,0.8749629629629538,-0.04282095212778512,0.07685161805543815,inattentive
1.113281249999993,0.26671875000000256,0.26970211975147246,0.8465624999999903,-0.028110855191928182,0.04307600319565365,inattentive
0.9684210526315766,0.25157894736842223,0.24509885102715528,0.7168421052631544,0.008131064757475062,0.008346039584018337,inattentive
1.1484374999999716,0.251562500000027,0.2626500687107279,0.8968749999999446,-0.033909384239932616,0.05531333717751969,inattentive
1.21100775193797,0.2489922480620308,0.26786507352457484,0.9620155038759393,0.0019465356788756156,0.0012280415508367948,inattentive
1.226029411764685,0.21397058823531978,0.26282760904464453,1.0120588235293653,6.366776336302837E-05,1.3073918120017097E-05,inattentive
1.188270676691701,0.3717293233083012,0.29923338460715193,0.8165413533833998,0.00010356390689404757,2.482533481491988E-05,inattentive
1.067066666666662,0.3129333333333406,0.2453529339996206,0.7541333333333213,0.002334377624307447,0.001645351034729727,inattentive
1.0015384615384448,0.3384615384615586,0.27358154891243236,0.6630769230768863,2.1373526879410086E-05,3.0048032456845964E-06,inattentive
0.9049206349206287,0.27507936507937103,0.2736663071505851,0.6298412698412577,0.0005901437752846361,0.00024816124305695905,inattentive
1.0819718309859425,0.29802816901406004,0.31330415280403345,0.7839436619718825,0.0006021662105640975,0.0002652882151175402,inattentive
1.1329496402877766,0.28705035971222514,0.28488910688072167,0.8458992805755514,-4.618986690418127E-05,8.584873125881718E-06,inattentive
